ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Methods	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Databases	Interaction Identifiers	Confidence Value	Presence In Other Species	Gene Name Interactor A	Gene Name Interactor B
entrez gene:50852	entrez gene:4067	uniprotkb:TRAT1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Bruyns E (1998)|Brdicka T (2000)	pubmed:9687533|pubmed:10790433	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.85		TRAT1	LYN
entrez gene:8631	entrez gene:4067	uniprotkb:SKAP1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Marie-Cardine A (1997)	pubmed:9195899	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		SKAP1	LYN
entrez gene:8935	entrez gene:4067	uniprotkb:SKAP2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Kouroku Y (1998)	pubmed:9837776	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|homomint|i2d	-	0.8	taxid:10090(Mus musculus (Mouse))	SKAP2	LYN
entrez gene:4067	entrez gene:59341	uniprotkb:LYN_HUMAN	uniprotkb:TRPV4_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Biochemical Activity|Affinity Capture-Western|MI:0415(enzymatic study)|MI:0004(affinity chromatography technology)	Xu H (2003)	pubmed:12538589	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.77		LYN	TRPV4
entrez gene:259197	entrez gene:966	uniprotkb:NCTR3_HUMAN	uniprotkb:CD59_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Marcenaro E (2003)	pubmed:14635045	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.74		NCR3	CD59
entrez gene:9846	entrez gene:4067	uniprotkb:GAB2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Xie ZH (2002)	pubmed:11971018	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0470(kegg)	-	0.73		GAB2	LYN
entrez gene:84106	entrez gene:4067	uniprotkb:PRAM_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Moog-Lutz C (2001)	pubmed:11301322	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.73		PRAM1	LYN
entrez gene:139716	entrez gene:4067	uniprotkb:GAB3_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)|MI:0004(affinity chromatography technology)	Wolf I (2002)|Wu J (2008)	pubmed:11739737|pubmed:18235045	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid	-	0.87		GAB3	LYN
entrez gene:23645	entrez gene:4067	uniprotkb:PR15A_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Grishin AV (2001)	pubmed:11517336	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|mips	-	0.79		PPP1R15A	LYN
entrez gene:4067	entrez gene:2213	uniprotkb:LYN_HUMAN	uniprotkb:FCG2B_HUMAN	-	-	MI:0492(in vitro)|MI:0096(pull down)	Bewarder N (1996)|Koncz G (1999)	pubmed:8756631|pubmed:10382761	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0471(mint)|MI:0469(intact)	-	0.69		LYN	FCGR2B
entrez gene:3635	entrez gene:4067	uniprotkb:SHIP1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Baran CP (2003)	pubmed:12882960	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid	-	0.79		INPP5D	LYN
entrez gene:23624	entrez gene:4067	uniprotkb:CBLC_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Keane MM (1999)	pubmed:10362357	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		CBLC	LYN
entrez gene:55024	entrez gene:4067	uniprotkb:BANK1_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Yokoyama K (2002)	pubmed:11782428	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.79		BANK1	LYN
entrez gene:51206	entrez gene:4067	uniprotkb:GPVI_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0006(anti bait coimmunoprecipitation)|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0084(phage display)	Suzuki-Inoue K (2002)|Huang MM (1991)|Locke D (2003)|Arthur JF (2011)|Schmaier AA (2009)	pubmed:11943772|pubmed:1715582|pubmed:12594225|pubmed:20946164|pubmed:19940238	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|i2d	-	0.9		GP6	LYN
entrez gene:51466	entrez gene:4067	uniprotkb:EVL_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Lambrechts A (2000)	pubmed:10945997	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		EVL	LYN
entrez gene:2885	entrez gene:971	uniprotkb:GRB2_HUMAN	uniprotkb:CD72_HUMAN	-	-	MI:0492(in vitro)	Fusaki N (2000)|Rual JF (2005)	pubmed:10820378|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|rual05	-	0.62		GRB2	CD72
entrez gene:4739	entrez gene:4067	uniprotkb:CASL_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Mani?? SN (1997)	pubmed:9020138	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.79		NEDD9	LYN
entrez gene:51363	entrez gene:4067	uniprotkb:CHSTF_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0493(in vivo)	Verkoczy LK (2000)	pubmed:10749872	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		CHST15	LYN
entrez gene:10603	entrez gene:4067	uniprotkb:SH2B2_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)	Iseki M (2000)	pubmed:10872802	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		SH2B2	LYN
entrez gene:79930	entrez gene:4067	uniprotkb:DOK3_HUMAN	uniprotkb:LYN_HUMAN	-	-	MI:0492(in vitro)	Lemay S (2000)	pubmed:10733577	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.52		DOK3	LYN
entrez gene:3725	entrez gene:3725	uniprotkb:JUN_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)|MI:0090(protein complementation assay)|MI:0081(peptide array)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	Hu YF (2002)|Chevray PM (1992)|Verger A (2001)|Liu H (2006)|Franklin CC (1995)|Yang X (1999)|Nomura N (1993)|Srivastav RK (2011)|Reinke AW (2010)|Li X (2015)	pubmed:12080089|pubmed:1631061|pubmed:11278640|pubmed:16511568|pubmed:7848298|pubmed:10488148|pubmed:8440710|pubmed:21675959|pubmed:20102225|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|homomint|i2d|ortho|MI:0469(intact)	-	0.99	taxid:10090(Mus musculus (Mouse))|taxid:7227(Drosophila melanogaster (Fruit fly))	JUN	JUN
entrez gene:6688	entrez gene:3725	uniprotkb:SPI1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Reconstituted Complex|MI:0096(pull down)	Reddy VA (2002)|Carr??re S (1998)	pubmed:12091339|pubmed:9681824	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.85		SPI1	JUN
entrez gene:5449	entrez gene:3725	uniprotkb:PIT1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Farrow KN (1996)	pubmed:8663380	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.75		POU1F1	JUN
entrez gene:4094	entrez gene:3725	uniprotkb:MAF_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)	Kerppola TK (1994)	pubmed:8108109	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.55		MAF	JUN
entrez gene:5925	entrez gene:3725	uniprotkb:RB_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Nishitani J (1999)|Nead MA (1998)	pubmed:10026157|pubmed:9545246	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.89		RB1	JUN
entrez gene:2516	entrez gene:3725	uniprotkb:STF1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	Li LA (1999)|Mizutani T (2014)	pubmed:10478848|pubmed:24635384	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.87		NR5A1	JUN
entrez gene:921	entrez gene:971	uniprotkb:CD5_HUMAN	uniprotkb:CD72_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0054(fluorescence-activated cell sorting)|MI:0096(pull down)	Van de Velde H (1991)|Van de Velde H (1996)	pubmed:1711157|pubmed:8806810	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|MI:0469(intact)|i2d|MI:1014(string)|biogrid	-	0.74		CD5	CD72
entrez gene:4800	entrez gene:3725	uniprotkb:NFYA_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Faniello MC (2002)|Ahn J (2011)	pubmed:11903046|pubmed:21565167	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.83		NFYA	JUN
entrez gene:6667	entrez gene:3725	uniprotkb:SP1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Kardassis D (1999)|Lim J (2006)|Hung JJ (2006)|Chen BK (2007)	pubmed:10506225|pubmed:16713569|pubmed:16478997|pubmed:17215518	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.89		SP1	JUN
entrez gene:2963	entrez gene:3725	uniprotkb:T2FB_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0096(pull down)	Martin ML (1996)	pubmed:8628277	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.76		GTF2F2	JUN
entrez gene:25	entrez gene:3725	uniprotkb:ABL1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0004(affinity chromatography technology)|MI:0415(enzymatic study)	Baril?? D (2000)|Xie M (2009)|Chen C (2008)	pubmed:10637231|pubmed:19818398|pubmed:18619508	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid	-	0.8		ABL1	JUN
entrez gene:7168	entrez gene:3725	uniprotkb:TPM1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)	Chevray PM (1992)|Li X (2015)	pubmed:1631061|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|ortho|MI:0469(intact)	-	0.89	taxid:7227(Drosophila melanogaster (Fruit fly))	TPM1	JUN
entrez gene:3054	entrez gene:3725	uniprotkb:HCFC1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0006(anti bait coimmunoprecipitation)	Oehler T (1992)|Li X (2015)	pubmed:1448082|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)	-	0.75		HCFC1	JUN
entrez gene:6872	entrez gene:3725	uniprotkb:TAF1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0096(pull down)	Lively TN (2001)|Lim J (2006)	pubmed:11316804|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.85		TAF1	JUN
entrez gene:367	entrez gene:3725	uniprotkb:ANDR_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Affinity Capture-Western|MI:0019(coimmunoprecipitation)|MI:0004(affinity chromatography technology)	Sato N (1997)|Bubulya A (1996)|Lim J (2006)	pubmed:9211894|pubmed:8798722|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0465(dip)|i2d|lim06	-	0.89		AR	JUN
entrez gene:6908	entrez gene:3725	uniprotkb:TBP_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0019(coimmunoprecipitation)|MI:0096(pull down)	Franklin CC (1995)|Bossis G (2005)|Ransone LJ (0)|Lim J (2006)	pubmed:7848298|pubmed:16055710|pubmed:7685215|pubmed:16713569	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0465(dip)|i2d|lim06	-	0.89		TBP	JUN
entrez gene:1387	entrez gene:3725	uniprotkb:CBP_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0428(imaging technique)|MI:0047(far western blotting)	Sano Y (1998)|Benbrook DM (1990)|Bossis G (2005)|Lim J (2006)|Merika M (1998)|Duyndam MC (1999)|Johnson J (2007)|Yamaguchi K (2005)|Arias J (1994)|Tsai LN (2008)	pubmed:9786917|pubmed:2138276|pubmed:16055710|pubmed:16713569|pubmed:9659924|pubmed:10327051|pubmed:17296604|pubmed:15994313|pubmed:8028671|pubmed:18443043	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.9		CREBBP	JUN
entrez gene:5777	entrez gene:971	uniprotkb:PTN6_HUMAN	uniprotkb:CD72_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Adachi T (1998)|Wu Y (1998)|Blanchetot C (2005)|Ishida I (2003)|Kumanogoh A (2000)|Rual JF (2005)	pubmed:9590210|pubmed:9740800|pubmed:15588985|pubmed:12882840|pubmed:11114375|pubmed:16189514	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|rual05|MI:0470(kegg)|MI:1014(string)	-	0.9		PTPN6	CD72
entrez gene:860	entrez gene:3725	uniprotkb:RUNX2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|MI:0018(two hybrid)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	D'Alonzo RC (2001)|Hess J (2001)	pubmed:11641401|pubmed:11274169	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.89		RUNX2	JUN
entrez gene:6772	entrez gene:3725	uniprotkb:STAT1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Zhang X (1999)	pubmed:10490649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.73		STAT1	JUN
entrez gene:6775	entrez gene:3725	uniprotkb:STAT4_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)	Nakahira M (2002)	pubmed:11801649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.73		STAT4	JUN
entrez gene:3159	entrez gene:3725	uniprotkb:HMGA1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)	Yie J (1999)|Nagpal S (1999)	pubmed:10357819|pubmed:10428834	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d	-	0.87		HMGA1	JUN
entrez gene:5591	entrez gene:3725	uniprotkb:PRKDC_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0415(enzymatic study)|MI:0006(anti bait coimmunoprecipitation)	Bannister AJ (1993)|Li X (2015)	pubmed:8464713|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid|MI:0469(intact)	-	0.77		PRKDC	JUN
entrez gene:4089	entrez gene:3725	uniprotkb:SMAD4_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)	Liberati NT (1999)|Li X (2015)	pubmed:10220381|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|biogrid|MI:0469(intact)	-	0.83		SMAD4	JUN
entrez gene:5300	entrez gene:3725	uniprotkb:PIN1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Wulf GM (2001)|Lim J (2006)|Csizmok V (2017)	pubmed:11432833|pubmed:16713569|pubmed:29225075	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|lim06	-	0.89		PIN1	JUN
entrez gene:5599	entrez gene:3725	uniprotkb:MK08_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Biochemical Activity|Reconstituted Complex|MI:0018(two hybrid)|MI:0424(protein kinase assay)|MI:0415(enzymatic study)|MI:0096(pull down)|MI:0423(in-gel kinase assay)|MI:0004(affinity chromatography technology)	D??rijard B (1994)|Beausoleil SA (2004)|Gupta S (1996)|Hibi M (1993)|Eliopoulos AG (2005)|Ishitani T (2003)|Nishitoh H (1998)|Yazgan O (2002)|Tada K (2001)|Meyer CF (1996)|Cano E (1995)|Tournier C (1997)|Ho DT (2006)|Kawasaki M (1999)|Yao K (2009)|Hayashi T (2007)|Lim J (2006)|Trivedi AK (2006)|Zhu F (2006)|Z????iga A (1999)|Hocevar BA (2005)|Huang J (2012)|Abell AN (2005)|Wang J (2000)|Kolluri SK (2003)|Gravestein LA (1998)|Gallagher ED (2002)|Jeon YJ (2009)|Singhirunnusorn P (2004)|Xia Y (1998)|Liu HP (2010)|Dadgostar H (2003)|Higashimoto T (2008)|Han YH (2006)|Hirano T (2002)|Funakoshi-Tago M (2005)|Ryoo K (2004)|Garcia-Guzman M (2000)|Burns K (1998)|Manna SK (2010)|Lewis J (2003)|Hofmann TG (2005)|Chen LY (2003)|Yamashita M (2008)|Cavigelli M (1995)|Choi BY (2005)|Yao K (2007)|Wu X (2007)|Sundarrajan M (2003)|Choi HK (2011)|Katagiri C (2006)|Dai R (2000)|Blonska M (2006)|Kadoya T (2005)|Katagiri C (2006)|Yuan ZQ (2003)|Wasserman T (2009)|Kato T (2008)|Lee KH (2005)|Chang TS (2003)|Kallunki T (1994)|Phelan DR (2001)|Zhang J (2013)|Li X (2002)|Grau R (2004)|Kendrick TS (2003)|Morley SJ (2000)|Hern??ndez M (2000)|Larsson H (1999)|Hwang SG (2014)|Wu S (2002)|Shkoda A (2012)|Rausch O (1997)|Ho JM (2002)|Chang HY (1999)|Holzberg D (2003)|Pop M (2004)	pubmed:8137421|pubmed:15302935|pubmed:8654373|pubmed:8224842|pubmed:16291755|pubmed:14633987|pubmed:9774977|pubmed:12052834|pubmed:11479302|pubmed:8621542|pubmed:8586671|pubmed:9207092|pubmed:16533805|pubmed:10393177|pubmed:19527717|pubmed:18003900|pubmed:16713569|pubmed:16983342|pubmed:16740711|pubmed:10419510|pubmed:15894542|pubmed:22327296|pubmed:16157600|pubmed:11108663|pubmed:14612408|pubmed:9692890|pubmed:12228228|pubmed:19270716|pubmed:15590691|pubmed:9808624|pubmed:20732415|pubmed:14572659|pubmed:18957422|pubmed:16434970|pubmed:12185592|pubmed:15749833|pubmed:15299005|pubmed:10962563|pubmed:9575168|pubmed:20133937|pubmed:14701799|pubmed:15958389|pubmed:14517282|pubmed:18922473|pubmed:8846788|pubmed:16007099|pubmed:17875713|pubmed:17363973|pubmed:13130464|pubmed:22110360|pubmed:16549498|pubmed:10747973|pubmed:17189706|pubmed:16166642|pubmed:16824735|pubmed:12697749|pubmed:19910486|pubmed:18429822|pubmed:15677475|pubmed:12963725|pubmed:8001819|pubmed:11278395|pubmed:23816567|pubmed:11907583|pubmed:15289320|pubmed:14557262|pubmed:10908726|pubmed:10987838|pubmed:10464310|pubmed:25098452|pubmed:12407442|pubmed:22904686|pubmed:9032244|pubmed:12149229|pubmed:9990010|pubmed:12832416|pubmed:15143066	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|MI:0469(intact)|MI:0471(mint)|MI:0465(dip)|homomint|i2d|MI:0462(bind)|lim06	-	0.99	taxid:10116(Rattus norvegicus (Rat))|taxid:10090(Mus musculus (Mouse))	MAPK8	JUN
entrez gene:4666	entrez gene:3725	uniprotkb:NACA_HUMAN	uniprotkb:JUN_HUMAN	uniprotkb:[NACA_HUMAN, NACAM_HUMAN, NACA_HUMAN]|uniprotkb:[NACA_HUMAN, NACAM_HUMAN, NACA_HUMAN]	-	MI:0492(in vitro)|MI:0493(in vivo)|Reconstituted Complex|MI:0018(two hybrid)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Moreau A (1998)|Li X (2015)	pubmed:9488446|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.88		NACA	JUN
entrez gene:4087	entrez gene:3725	uniprotkb:SMAD2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|MI:0004(affinity chromatography technology)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	Pessah M (2001)|Liberati NT (1999)|Miyamoto-Sato E (2010)|Li X (2015)	pubmed:11371641|pubmed:10220381|pubmed:20195357|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:0469(intact)	-	0.89		SMAD2	JUN
entrez gene:10507	entrez gene:971	uniprotkb:SEM4D_HUMAN	uniprotkb:CD72_HUMAN	-	-	MI:0492(in vitro)|MI:0493(in vivo)|Affinity Capture-Western|Reconstituted Complex|MI:0004(affinity chromatography technology)|MI:0096(pull down)	Kumanogoh A (2000)|Ishida I (2003)	pubmed:11114375|pubmed:12882840	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|MI:1014(string)	-	0.88		SEMA4D	CD72
entrez gene:6996	entrez gene:3725	uniprotkb:TDG_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)	Chevray PM (1992)	pubmed:1631061	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d	-	0.65		TDG	JUN
entrez gene:2355	entrez gene:3725	uniprotkb:FOSL2_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0493(in vivo)|MI:0018(two hybrid)|MI:0004(affinity chromatography technology)|MI:0081(peptide array)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification)	Udalova IA (2001)|Pognonec P (1997)|Huttlin EL (2015)|Reinke AW (2010)|Li X (2015)|Hein MY (2015)|Huttlin EL (2017)	pubmed:11708771|pubmed:9160889|pubmed:26186194|pubmed:20102225|pubmed:25609649|pubmed:26496610|pubmed:28514442	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|biogrid|i2d|ortho|MI:0469(intact)	-	0.97	taxid:7227(Drosophila melanogaster (Fruit fly))	FOSL2	JUN
entrez gene:6602	entrez gene:3725	uniprotkb:SMRD1_HUMAN	uniprotkb:JUN_HUMAN	-	-	MI:0492(in vitro)|MI:0006(anti bait coimmunoprecipitation)	Ito T (2000)|Li X (2015)	pubmed:11053448|pubmed:25609649	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)|i2d|MI:0469(intact)	-	0.75		SMARCD1	JUN
